7f4100b4-6dfc-4162-88ac-623aacc37db5	adc-v2-dogfood	t	d4677152-bc85-4043-a266-2ccabbc19247	adc-backend-dev-v1	后端研发流程 v1	f	5	PUBLISHED	2026-08-04 12:28:58.170783+08	3e2439d2-fb54-44f5-afee-77aa17c40d22	7a29856f-1556-454f-899a-d96daa4ec869	1	done	TERMINAL									f			{"priority": "P2", "submittedBy": "cto-agent"}	
109f3494-64ae-48b7-876c-120dcca31712	adc-v2-dogfood	t	d4677152-bc85-4043-a266-2ccabbc19247	adc-backend-dev-v1	后端研发流程 v1	f	5	PUBLISHED	2026-08-05 08:34:23.161348+08	132ab857-35ab-408b-b909-bc0b1deab55b	dc7c07b6-36a5-4d55-96c1-2356cc96f120	1	done	TERMINAL									f			{"priority": "P0", "submittedBy": "agent"}	
d56dd713-e933-4448-854f-8e1e4ce28a93	adc-v2-dogfood	t	d4677152-bc85-4043-a266-2ccabbc19247	adc-backend-dev-v1	后端研发流程 v1	f	5	PUBLISHED	2026-08-05 08:34:36.98542+08	132ab857-35ab-408b-b909-bc0b1deab55b	8bc529ee-67c8-4731-9a0e-9b10806f688d	1	done	TERMINAL									f			{"priority": "P0", "submittedBy": "agent"}	
bcf40749-9c09-49cb-8b8d-cc0bbc579626	adc-v2-dogfood	t	d4677152-bc85-4043-a266-2ccabbc19247	adc-backend-dev-v1	后端研发流程 v1	f	5	PUBLISHED	2026-08-05 08:34:37.010309+08	132ab857-35ab-408b-b909-bc0b1deab55b	aa0ee5e4-e64d-4eba-9fd5-925de7942a84	1	done	TERMINAL									f			{"priority": "P0", "submittedBy": "agent"}	
3e50b0f2-d6dd-4766-9da5-a488429ce055	adc-v2-dogfood	t	d4677152-bc85-4043-a266-2ccabbc19247	adc-backend-dev-v1	后端研发流程 v1	f	5	PUBLISHED	2026-08-05 08:34:37.033161+08	132ab857-35ab-408b-b909-bc0b1deab55b	ca4dcbde-fd63-49b8-8eb4-d6948d21b314	1	done	TERMINAL									f			{"priority": "P1", "submittedBy": "agent"}	
5aec6c12-28d0-460d-aa88-51616d7e1abf	adc-v2-dogfood	t	d4677152-bc85-4043-a266-2ccabbc19247	adc-backend-dev-v1	后端研发流程 v1	f	5	PUBLISHED	2026-08-05 08:34:37.056101+08	132ab857-35ab-408b-b909-bc0b1deab55b	d6a1484c-cf72-49b6-8555-7a286281d38c	1	done	TERMINAL									f			{"priority": "P1", "submittedBy": "agent"}	
928ed7c6-5014-4ae2-be5d-58e67790db76	adc-v2-dogfood	t	d4677152-bc85-4043-a266-2ccabbc19247	adc-backend-dev-v1	后端研发流程 v1	f	5	PUBLISHED	2026-08-05 08:34:37.077035+08	132ab857-35ab-408b-b909-bc0b1deab55b	a914b2be-f5c9-42b4-8ca4-481bb8b86ebb	1	done	TERMINAL									f			{"priority": "P1", "submittedBy": "agent"}	
6eb53f6d-d928-4e17-8d71-304b3113d41e	adc-v2-dogfood	t	d4677152-bc85-4043-a266-2ccabbc19247	adc-backend-dev-v1	后端研发流程 v1	f	5	PUBLISHED	2026-08-05 15:52:32.150097+08	e4215c47-de83-455b-9e12-53edc983cf76	174cf659-621d-441e-b866-a241d7632547	1	done	TERMINAL									f			{"priority": "P1", "submittedBy": "agent"}	
95265979-87be-4192-b1cc-252a7496f502	adc-v2-dogfood	t	d4677152-bc85-4043-a266-2ccabbc19247	adc-backend-dev-v1	后端研发流程 v1	f	5	PUBLISHED	2026-08-05 22:42:54.980166+08	e4215c47-de83-455b-9e12-53edc983cf76	2d0af785-9224-45e1-9375-e883bdf1e2da	1	done	TERMINAL									f			{"priority": "P1", "submittedBy": "agent"}	
8265a467-f983-44af-bf56-fcef60a75996	adc-v2-dogfood	t	d4677152-bc85-4043-a266-2ccabbc19247	adc-backend-dev-v1	后端研发流程 v1	f	5	PUBLISHED	2026-08-05 22:43:02.713852+08	e4215c47-de83-455b-9e12-53edc983cf76	346ce938-de78-427c-908a-20ce151c40f2	1	done	TERMINAL									f			{"priority": "P1", "submittedBy": "agent"}	
fdbff530-5b20-4474-a2fc-9da857ee03c6	adc-v2-dogfood	t	d4677152-bc85-4043-a266-2ccabbc19247	adc-backend-dev-v1	后端研发流程 v1	f	5	PUBLISHED	2026-08-05 23:46:37.885239+08	e4215c47-de83-455b-9e12-53edc983cf76	040302ec-2ebf-4884-a037-eaf7a2cc62d6	1	done	TERMINAL									f			{"priority": "P1", "submittedBy": "agent"}	
de9a45aa-08cc-46d2-8907-dc52ec8f2bbc	adc-v2-dogfood	t	d4677152-bc85-4043-a266-2ccabbc19247	adc-backend-dev-v1	后端研发流程 v1	f	5	PUBLISHED	2026-08-13 10:07:13.186988+08	3e2439d2-fb54-44f5-afee-77aa17c40d22	6d3ff766-5fab-5130-aca2-020820687e23	2	testing	NORMAL	FIXED_PRINCIPAL	93c7cade-4f0a-47aa-bb6e-7d31a3a147f8	033ea97d-296b-4cd1-a92a-eb638f42d49f	测试工程师	t				f	feat/forum-admin-unread-notifications		{"priority": "P1", "submittedBy": "cto-agent"}	
4d12e419-6939-443e-aca6-e22b92205d6b	adc-v2-dogfood	t	d4677152-bc85-4043-a266-2ccabbc19247	adc-backend-dev-v1	后端研发流程 v1	f	5	PUBLISHED	2026-08-14 12:29:28.177761+08	bc970ced-710f-4479-9ff0-e295a1c59424	0b8d8575-c6ad-5078-a8f0-7a11eb8faf5a	2	test_env_deploy	NORMAL	FIXED_PRINCIPAL	eee90beb-dfcc-49dd-9dbb-fa6b3db73a72	04dd2c02-502e-4a1e-bc21-7719ab42d718	IT运维助手	t				f	feat/auth-principal-lookup-broker-capability		{"type": "backend", "source": "hr-agent", "priority": "P1", "submittedBy": "hr-agent"}	
fde28d31-c65f-4b79-ae58-d3b4849bcc3c	adc-v2-dogfood	t	d4677152-bc85-4043-a266-2ccabbc19247	adc-backend-dev-v1	后端研发流程 v1	f	5	PUBLISHED	2026-08-15 15:07:03.099319+08	3e2439d2-fb54-44f5-afee-77aa17c40d22	89179272-1d16-4958-96be-be5dcafed605	1	done	TERMINAL									f			{"priority": "P1", "submittedBy": "cto-agent", "relatedForumThread": "2f1baf91-e03a-468b-b14f-cff4b296a50c"}	
ed1b2dcd-8e30-47d3-a114-904c541ed3f9	adc-v2-dogfood	t	f2defd07-c4e5-4eeb-a056-9066f30d5df5	adc-frontend-dev-v1	前端研发流程 v1	f	2	PUBLISHED	2026-07-24 10:18:04.718971+08	3e2439d2-fb54-44f5-afee-77aa17c40d22	065356bb-e9c1-429b-9d5d-972ab52c6858	1	done	TERMINAL									f			{}	
10a59ba5-e4bc-4108-baa7-5b316c40a7c3	adc-v2-dogfood	t	f2defd07-c4e5-4eeb-a056-9066f30d5df5	adc-frontend-dev-v1	前端研发流程 v1	f	2	PUBLISHED	2026-07-31 19:53:23.016102+08	3e2439d2-fb54-44f5-afee-77aa17c40d22	b9764f09-9844-4009-b28f-54a133eabec4	1	done	TERMINAL									f			{"priority": "P1", "submittedBy": "cto-agent"}	
df83345f-243e-4a2f-9ce5-48cf1377b1b3	adc-v2-dogfood	t	f2defd07-c4e5-4eeb-a056-9066f30d5df5	adc-frontend-dev-v1	前端研发流程 v1	f	4	PUBLISHED	2026-08-02 15:21:47.154417+08	3e2439d2-fb54-44f5-afee-77aa17c40d22	29405cb6-ff81-45f4-85e3-cd2433ea7813	1	done	TERMINAL									f			{"priority": "P1", "submittedBy": "agent"}	
8174e513-3e16-430a-8ec1-9e0aac51294b	adc-v2-dogfood	t	34414ebd-9b18-488f-8a7c-e553c34ecebd	project-insight-review-v1	项目梳理工作流 v1	f	1	PUBLISHED	2026-08-02 11:39:45.951977+08	3e2439d2-fb54-44f5-afee-77aa17c40d22	fdc1d85f-a104-4dd4-a2d0-40ad1aba5812	1	done	TERMINAL									f			{}	{"owner": "cto-agent", "purpose": "project insight maintenance"}
a9217f5a-a401-425f-a72b-7959ed9abbd2	adc-v2-dogfood	t	34414ebd-9b18-488f-8a7c-e553c34ecebd	project-insight-review-v1	项目梳理工作流 v1	f	4	PUBLISHED	2026-08-05 07:09:38.772913+08	3e2439d2-fb54-44f5-afee-77aa17c40d22	77434f48-bcf2-437d-85c5-496250533d21	1	done	TERMINAL									f			{"source": "create-insight-instance"}	{"owner": "cto-agent", "purpose": "project insight maintenance"}
3b35971c-2f26-4a24-a0ed-ef79b6cf02d0	adc-v2-dogfood	t	34414ebd-9b18-488f-8a7c-e553c34ecebd	project-insight-review-v1	项目梳理工作流 v1	f	4	PUBLISHED	2026-08-05 10:22:24.21537+08	3e2439d2-fb54-44f5-afee-77aa17c40d22	4fea9d77-c950-401b-b669-b7f8fc55ae75	1	done	TERMINAL									f			{"source": "create-insight-instance"}	{"owner": "cto-agent", "purpose": "project insight maintenance"}
99d369f6-301e-4fbc-b55f-ec97231ef612	adc-v2-dogfood	t	34414ebd-9b18-488f-8a7c-e553c34ecebd	project-insight-review-v1	项目梳理工作流 v1	f	3	PUBLISHED	2026-08-14 10:28:20.852685+08	3e2439d2-fb54-44f5-afee-77aa17c40d22	3a71756d-4e14-47e1-8931-1a9747e3f711	2	publish	NORMAL	DOMAIN_OWNER		3e2439d2-fb54-44f5-afee-77aa17c40d22	agent-3e2439d2	t	STALE_PRINCIPAL_WITH_UNIQUE_REPAIR	agt_cto-agent	4e5a4578-0645-4133-bd35-b80e453dfee9	f			{"batch": "2026-08-14 批量梳理", "source": "create-insight-instance"}	{"owner": "cto-agent", "purpose": "project insight maintenance"}
