adc-v2-dogfood	adc-backend-dev-v1	后端研发流程 v1	f	5	PUBLISHED	1	draft	DRAFT	WORKFLOW_CREATOR						
adc-v2-dogfood	adc-backend-dev-v1	后端研发流程 v1	f	5	PUBLISHED	1	pm_review	NORMAL	FIXED_PRINCIPAL	e4215c47-de83-455b-9e12-53edc983cf76	agent-e4215c47	t			
adc-v2-dogfood	adc-backend-dev-v1	后端研发流程 v1	f	5	PUBLISHED	1	arch_design	NORMAL	FIXED_PRINCIPAL	4684680a-60c4-487b-b362-de7a3367fed2	agent-4684680a	t	STALE_PRINCIPAL_WITH_UNIQUE_REPAIR	agt_arch-reviewer	9df952bc-237e-4dc9-845f-cd52776bf25f
adc-v2-dogfood	adc-backend-dev-v1	后端研发流程 v1	f	5	PUBLISHED	1	dev_self_check	NORMAL	FIXED_PRINCIPAL	39938395-a46c-46e8-b558-849de147f877	agent-39938395	t			
adc-v2-dogfood	adc-backend-dev-v1	后端研发流程 v1	f	5	PUBLISHED	1	arch_review	NORMAL	FIXED_PRINCIPAL	4684680a-60c4-487b-b362-de7a3367fed2	agent-4684680a	t	STALE_PRINCIPAL_WITH_UNIQUE_REPAIR	agt_arch-reviewer	9df952bc-237e-4dc9-845f-cd52776bf25f
adc-v2-dogfood	adc-backend-dev-v1	后端研发流程 v1	f	5	PUBLISHED	1	qa_review	NORMAL	FIXED_PRINCIPAL	d1ffc337-6ecf-494a-89ce-53b16a95dee3	agent-d1ffc337	t			
adc-v2-dogfood	adc-backend-dev-v1	后端研发流程 v1	f	5	PUBLISHED	1	test_env_deploy	NORMAL	FIXED_PRINCIPAL	eee90beb-dfcc-49dd-9dbb-fa6b3db73a72	agent-eee90beb	t			
adc-v2-dogfood	adc-backend-dev-v1	后端研发流程 v1	f	5	PUBLISHED	1	testing	NORMAL	FIXED_PRINCIPAL	93c7cade-4f0a-47aa-bb6e-7d31a3a147f8	agent-93c7cade	t			
adc-v2-dogfood	adc-backend-dev-v1	后端研发流程 v1	f	5	PUBLISHED	1	security_review	NORMAL	FIXED_PRINCIPAL	af8708f0-eb99-409b-87c9-7c7ee596b967	agent-af8708f0	t			
adc-v2-dogfood	adc-backend-dev-v1	后端研发流程 v1	f	5	PUBLISHED	1	qa_pre_release	NORMAL	FIXED_PRINCIPAL	d1ffc337-6ecf-494a-89ce-53b16a95dee3	agent-d1ffc337	t			
adc-v2-dogfood	adc-backend-dev-v1	后端研发流程 v1	f	5	PUBLISHED	1	cto_review	NORMAL	DOMAIN_OWNER						
adc-v2-dogfood	adc-backend-dev-v1	后端研发流程 v1	f	5	PUBLISHED	1	merge_to_main	NORMAL	FIXED_PRINCIPAL	eee90beb-dfcc-49dd-9dbb-fa6b3db73a72	agent-eee90beb	t			
